,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
634,Business Admin/Ind & Syst Engr,,4,0,4,0,0,0,0
635,Business Administration,,64,0,64,0,0,0,0
636,Chemistry (ACS Certified),,5,5,0,0,0,0,0
637,Chemistry (Instructional),,1,1,0,0,0,0,0
638,CIS Mathematics,,5,5,0,0,0,0,0
639,CIS/Computer Science,,1,1,0,0,0,0,0
640,Communications,,58,58,0,0,0,0,0
641,Computer & Information Science,,38,20,18,0,0,0,0
642,Computer Engineering,,35,28,7,0,0,0,0
643,Criminal Justice Studies,,33,33,0,0,0,0,0
644,Early Childhood,,8,8,0,0,0,0,0
645,Earth Science,,3,3,0,0,0,0,0
646,Economics,,23,23,0,0,0,0,0
647,Educ-Elementary(COE) & E Cert,,4,4,0,0,0,0,0
648,Educ-Secondary(COS) & S Cert,,12,12,0,0,0,0,0
649,Education (Grad),,59,0,59,0,0,0,0
650,Educational Leadership,,6,0,6,0,0,0,0
651,Electrical Engineering,,91,54,37,0,0,0,0
652,Elementary Certification,,70,70,0,0,0,0,0
653,Engineering Management,,33,0,33,0,0,0,0
654,Engineering Mathematics,,7,7,0,0,0,0,0
655,English,,41,41,0,0,0,0,0
656,Environmental Science,,7,1,6,0,0,0,0
657,Environmental Studies,,3,3,0,0,0,0,0
658,Finance,,114,61,53,0,0,0,0
659,French Studies,,2,2,0,0,0,0,0
660,General Business,,9,9,0,0,0,0,0
661,General Studies,,55,55,0,0,0,0,0
662,Health Policy Studies,,13,13,0,0,0,0,0
663,Hispanic Studies,,4,4,0,0,0,0,0
664,History,,37,37,0,0,0,0,0
665,Human Resource Management,,14,14,0,0,0,0,0
666,Industrial & Systems Engin,,24,8,16,0,0,0,0
667,Info Systems and Technology,,7,0,7,0,0,0,0
668,Information Technology Mgmt,,11,11,0,0,0,0,0
669,International Studies,,16,16,0,0,0,0,0
670,Language Arts,,36,36,0,0,0,0,0
671,Liberal Studies,,16,8,8,0,0,0,0
672,Management,,34,34,0,0,0,0,0
673,Management Information Systems,,8,8,0,0,0,0,0
674,Manufacturing Engineering,,2,2,0,0,0,0,0
675,Manufacturing System Engin,,3,0,3,0,0,0,0
676,Marketing,,54,54,0,0,0,0,0
677,Mathematics,,25,25,0,0,0,0,0
678,Mathematics Studies,,11,11,0,0,0,0,0
679,Mechanical Engineering,,72,43,29,0,0,0,0
680,Microbiology,,7,7,0,0,0,0,0
681,Philosophy,,7,7,0,0,0,0,0
682,Physics,,3,3,0,0,0,0,0
683,Political Science,,56,56,0,0,0,0,0
684,Psychology,,119,110,9,0,0,0,0
685,Public Administration,,24,0,24,0,0,0,0
686,Public Policy,,8,0,8,0,0,0,0
687,Science Education,,5,0,5,0,0,0,0
688,Science Studies,,12,12,0,0,0,0,0
689,Secondary Certification,,22,22,0,0,0,0,0
690,Social Studies,,5,5,0,0,0,0,0
691,Sociology,,13,13,0,0,0,0,0
692,Software Engineering,,23,16,7,0,0,0,0
693,Special Education,,66,0,66,0,0,0,0
694,Supply Chain Management,,7,7,0,0,0,0,0
695,Teaching,,19,0,19,0,0,0,0
696,Urban & Regional Studies,,2,2,0,0,0,0,0
697,,,,,,,,,
698,The University of Michigan - Flint,,,,,,,,
699,American Culture,,6,0,6,0,0,0,0
700,Anesthesia,,17,0,17,0,0,0,0
701,Biology,,7,0,7,0,0,0,0
702,Business Administration,,72,0,72,0,0,0,0
703,Computer Sci & Info Systems,,17,0,17,0,0,0,0
704,Education,,60,0,60,0,0,0,0
705,Education (MA) TCP,,3,0,3,0,0,0,0
706,English Language & Literature,,19,0,19,0,0,0,0
707,Health Education (MS),,7,0,7,0,0,0,0
708,Liberal Studies,,6,0,6,0,0,0,0
709,Nursing,,21,0,21,0,0,0,0
710,Physical Therapy,,25,0,25,0,0,0,0
711,Physical Therapy (Post-Prof),,1,0,1,0,0,0,0
712,Public Administration,,55,0,55,0,0,0,0
713,Social Science (MA),,6,0,6,0,0,0,0
714,Physical Therapy,,7,0,7,0,0,0,0
715,Biology,,1,0,1,0,0,0,0
716,BSN Completion,,1,0,1,0,0,0,0
717,BSN General,,7,0,7,0,0,0,0
718,Bus Admin Accounting,,1,0,1,0,0,0,0
719,Clinical Lab Sci/Med Tech,,1,0,1,0,0,0,0
720,Elementary Education,,1,0,1,0,0,0,0
721,English,,1,0,1,0,0,0,0
722,English-Writing Specialization,,1,0,1,0,0,0,0
723,Psychology,,1,0,1,0,0,0,0
724,Actuarial Mathematics,,8,8,0,0,0,0,0
725,African-American Studies,,1,1,0,0,0,0,0
726,Anthropology,,4,4,0,0,0,0,0
727,Applied Science,,33,33,0,0,0,0,0
728,Art Education,,11,11,0,0,0,0,0
729,Biology,,31,31,0,0,0,0,0
730,Biology TCP,,4,4,0,0,0,0,0
731,BSN Completion,,50,50,0,0,0,0,0
732,BSN General,,94,94,0,0,0,0,0
733,Bus Admin Accounting,,49,49,0,0,0,0,0
734,Bus Admin Finance,,30,30,0,0,0,0,0
735,Bus Admin General,,22,22,0,0,0,0,0
736,Bus Admin International Bus,,1,1,0,0,0,0,0
737,Bus Admin Marketing,,24,24,0,0,0,0,0
738,Bus Admin Operations Mgmt,,19,19,0,0,0,0,0
739,Bus Admin Org Beh/Hum Res,,17,17,0,0,0,0,0
740,Business Administration,,2,2,0,0,0,0,0
741,Chemistry,,4,4,0,0,0,0,0
742,Clinical Lab Sci/Med Tech,,9,9,0,0,0,0,0
743,Clinical/Community Psychology,,9,9,0,0,0,0,0
744,Communication,,37,37,0,0,0,0,0
745,Computer Information Systems,,11,11,0,0,0,0,0
746,Computer Science,,16,16,0,0,0,0,0
747,Criminal Justice,,20,20,0,0,0,0,0
748,Earth Science TCP,,2,2,0,0,0,0,0
749,Economics,,8,8,0,0,0,0,0
750,Elementary Education,,85,85,0,0,0,0,0
751,Engineering Science,,3,3,0,0,0,0,0
752,English,,34,34,0,0,0,0,0
753,English TCP,,15,15,0,0,0,0,0
754,English-Writing Specialization,,18,18,0,0,0,0,0
755,Environmental Sci & Planning,,11,11,0,0,0,0,0
756,Fine Arts - Performance,,4,4,0,0,0,0,0
757,Fine Arts - Studio Art,,8,8,0,0,0,0,0
758,French TCP,,1,1,0,0,0,0,0
759,Health Care Administration,,18,18,0,0,0,0,0
760,Health Education,,8,8,0,0,0,0,0
761,Health Sciences,,15,15,0,0,0,0,0
762,History,,21,21,0,0,0,0,0
763,History TCP,,5,5,0,0,0,0,0
764,Human Biology,,9,9,0,0,0,0,0
765,Interdisciplinary Studies,,1,1,0,0,0,0,0
766,Journalism,,1,1,0,0,0,0,0
767,Mathematics,,6,6,0,0,0,0,0
768,Mathematics TCP,,4,4,0,0,0,0,0
769,Mechanical Engineering,,1,1,0,0,0,0,0
770,Molecular BIO/Biotechnology,,13,13,0,0,0,0,0
771,Music,,1,1,0,0,0,0,0
772,Music Education,,2,2,0,0,0,0,0
773,Music Performance,,2,2,0,0,0,0,0
774,Philosophy,,9,9,0,0,0,0,0
775,Philosophy -Emphasis in Ethics,,1,1,0,0,0,0,0
776,Physics,,4,4,0,0,0,0,0
777,Political Science,,5,5,0,0,0,0,0
778,Political Science TCP,,1,1,0,0,0,0,0
779,Psychology,,21,21,0,0,0,0,0
780,Psychology TCP,,1,1,0,0,0,0,0
781,Radiation Therapy,,9,9,0,0,0,0,0
782,Research Psychology,,4,4,0,0,0,0,0
783,"Social Sciences, Joint program",,15,15,0,0,0,0,0
784,Social Studies TCP,,7,7,0,0,0,0,0
785,Social Work,,33,33,0,0,0,0,0
786,Sociology,,7,7,0,0,0,0,0
787,Spanish,,1,1,0,0,0,0,0
788,Spanish & Int'l Studies,,2,2,0,0,0,0,0
789,Spanish TCP,,4,4,0,0,0,0,0
790,THE:Design & Technology,,2,2,0,0,0,0,0
791,Theatre,,7,7,0,0,0,0,0
792,Visual Communication,,13,13,0,0,0,0,0
793,Wildlife Biology,,6,6,0,0,0,0,0
794,Physical Therapy,,1,0,1,0,0,0,0
