,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
635,women's Studies and Sociology,,,,,,,,
636,,Rackham,2,0,0,0,0,0,2
637,,,,,,,,,
638,,,,,,,,,
639,Graduates with Two Plans,,804,804,0,0,0,0,0
640,Graduates with Three Plans,,24,22,0,2,0,0,0
641,Graduates with Four Plans,,1,1,0,0,0,0,0
642,,,,,,,,,
643,,,,,,,,,
644,The University of Michigan - Dearborn,,,,,,,,
645,Accounting,,12,0,12,0,0,0,0
646,Accounting/Acctg Info Systems,,3,3,0,0,0,0,0
647,Accounting/Controllership,,6,6,0,0,0,0,0
648,Accounting/Fin Acctg&Reporting,,51,51,0,0,0,0,0
649,Anthropology,,11,11,0,0,0,0,0
650,Applied and Computational Math,,1,0,1,0,0,0,0
651,Art History,,6,6,0,0,0,0,0
652,Automotive Systems Engr,,29,0,29,0,0,0,0
653,Behavioral Sciences,,7,7,0,0,0,0,0
654,Biochemistry,,14,14,0,0,0,0,0
655,Biological Sciences,,52,52,0,0,0,0,0
656,Business Admin/Finance,,8,0,8,0,0,0,0
657,Business Admin/Ind & Syst Engr,,1,0,1,0,0,0,0
658,Business Administration,,91,0,91,0,0,0,0
659,Chemistry (ACS Certified),,4,4,0,0,0,0,0
660,CIS Mathematics,,3,3,0,0,0,0,0
661,CIS/Computer Science,,10,10,0,0,0,0,0
662,CIS/Information Systems,,2,2,0,0,0,0,0
663,Communications,,57,57,0,0,0,0,0
664,Computer & Information Science,,29,7,22,0,0,0,0
665,Computer Engineering,,50,42,8,0,0,0,0
666,Criminal Justice Studies,,35,35,0,0,0,0,0
667,Early Childhood,,10,10,0,0,0,0,0
668,Earth Science,,2,2,0,0,0,0,0
669,Economics,,14,14,0,0,0,0,0
670,Education (Grad),,73,0,73,0,0,0,0
671,Educ-Elementary(COE) & E Cert,,3,3,0,0,0,0,0
672,Educ-Secondary(COS) & S Cert,,12,12,0,0,0,0,0
673,Electrical Engineering,,116,83,33,0,0,0,0
674,Elementary Certification,,79,79,0,0,0,0,0
675,Engineering Management,,40,0,40,0,0,0,0
676,Engineering Mathematics,,5,5,0,0,0,0,0
677,English,,33,33,0,0,0,0,0
678,Environmental Science,,18,7,11,0,0,0,0
679,Environmental Studies,,2,2,0,0,0,0,0
680,Finance,,133,68,65,0,0,0,0
681,French Studies,,1,1,0,0,0,0,0
682,General Business,,10,10,0,0,0,0,0
683,General Studies,,55,55,0,0,0,0,0
684,Health Policy Studies,,5,5,0,0,0,0,0
685,Hispanic Studies,,6,6,0,0,0,0,0
686,History,,21,21,0,0,0,0,0
687,Human Resource Management,,14,14,0,0,0,0,0
688,Humanities,,1,1,0,0,0,0,0
689,Industrial & Systems Engin,,25,10,15,0,0,0,0
690,Info Systems and Technology,,8,0,8,0,0,0,0
691,Information Technology Mgmt     ,,2,2,0,0,0,0,0
692,International Studies,,13,13,0,0,0,0,0
693,Language Arts,,37,37,0,0,0,0,0
694,Liberal Studies,,20,12,8,0,0,0,0
695,Management,,44,44,0,0,0,0,0
696,Management Information Systems,,12,12,0,0,0,0,0
697,Manufacturing Engineering,,4,4,0,0,0,0,0
698,Manufacturing System Engin,,1,0,1,0,0,0,0
699,Marketing,,45,45,0,0,0,0,0
700,Mathematics,,16,16,0,0,0,0,0
701,Mathematics Studies,,21,21,0,0,0,0,0
702,Mechanical Engineering,,101,64,37,0,0,0,0
703,Microbiology,,4,4,0,0,0,0,0
704,Perf Improvement & Instr Dsgn,,5,0,5,0,0,0,0
705,Philosophy,,1,1,0,0,0,0,0
706,Physics,,4,4,0,0,0,0,0
707,Political Science,,34,34,0,0,0,0,0
708,Psychology,,134,124,10,0,0,0,0
709,Public Administration,,37,0,37,0,0,0,0
710,Public Policy,,6,0,6,0,0,0,0
711,Science Education,,8,0,8,0,0,0,0
712,Science Studies,,8,8,0,0,0,0,0
713,Secondary Certification,,28,28,0,0,0,0,0
714,Social Studies,,8,8,0,0,0,0,0
715,Sociology,,8,8,0,0,0,0,0
716,Software Engineering,,24,15,9,0,0,0,0
717,Special Education,,83,0,83,0,0,0,0
718,Supply Chain Management,,5,5,0,0,0,0,0
719,Teaching,,18,0,18,0,0,0,0
720,Urban & Regional Studies,,1,1,0,0,0,0,0
721,,,,,,,,,
722,The University of Michigan - Flint,,,,,,,,
723,Actuarial Mathematics,,4,4,0,0,0,0,0
724,African-American Studies,,3,3,0,0,0,0,0
725,American Culture,,10,0,10,0,0,0,0
726,Anesthesia,,14,0,14,0,0,0,0
727,Anthropology,,5,5,0,0,0,0,0
728,Applied Science,,23,23,0,0,0,0,0
729,Art Education,,9,9,0,0,0,0,0
730,Biology,,32,27,5,0,0,0,0
731,Biology TCP,,3,3,0,0,0,0,0
732,BSN Completion,,38,38,0,0,0,0,0
733,BSN General,,86,86,0,0,0,0,0
734,Bus Admin Accounting,,45,45,0,0,0,0,0
735,Bus Admin Finance,,22,22,0,0,0,0,0
736,Bus Admin General,,24,24,0,0,0,0,0
737,Bus Admin Marketing,,37,37,0,0,0,0,0
738,Bus Admin Operations Mgmt,,22,22,0,0,0,0,0
739,Bus Admin Org Beh/Hum Res MGT,,10,10,0,0,0,0,0
740,Business Administration,,91,0,91,0,0,0,0
741,Chemistry,,8,8,0,0,0,0,0
742,Clinical Lab Sci/Med Tech,,7,7,0,0,0,0,0
743,Clinical/Community Psychology,,20,20,0,0,0,0,0
744,Communication,,40,40,0,0,0,0,0
745,Computer Information Systems,,16,16,0,0,0,0,0
746,Computer Sci & Info Systems,,14,0,14,0,0,0,0
747,Computer Science,,17,17,0,0,0,0,0
748,Criminal Justice,,26,26,0,0,0,0,0
749,Earth Science TCP,,3,3,0,0,0,0,0
750,Economics,,5,5,0,0,0,0,0
751,Education (MA),,79,0,79,0,0,0,0
752,Education (MA) TCP,,12,0,12,0,0,0,0
753,Elementary Education,,66,66,0,0,0,0,0
754,Engineering Science,,5,5,0,0,0,0,0
755,English,,28,28,0,0,0,0,0
756,English Language & Literature,,7,0,7,0,0,0,0
757,English TCP,,10,10,0,0,0,0,0
758,English-Writing Specialization,,12,12,0,0,0,0,0
759,Environmental Sci & Planning,,7,7,0,0,0,0,0
760,Fine Arts - Studio Art,,7,7,0,0,0,0,0
761,French,,1,1,0,0,0,0,0
762,Health Care Administration,,28,28,0,0,0,0,0
763,Health Education,,7,7,0,0,0,0,0
764,Health Education (MS),,3,0,3,0,0,0,0
765,Health Sciences,,11,11,0,0,0,0,0
766,History,,15,15,0,0,0,0,0
767,History TCP,,7,7,0,0,0,0,0
768,Human Biology,,10,10,0,0,0,0,0
769,Journalism,,2,2,0,0,0,0,0
770,Liberal Studies,,3,0,3,0,0,0,0
771,Mathematics,,9,9,0,0,0,0,0
772,Mathematics TCP,,4,4,0,0,0,0,0
773,Molecular BIO/Biotechnology,,9,9,0,0,0,0,0
774,Music,,2,2,0,0,0,0,0
775,Music Education,,3,3,0,0,0,0,0
776,Music Performance,,2,2,0,0,0,0,0
777,Natural History Biology,,1,1,0,0,0,0,0
778,Nursing,,15,0,15,0,0,0,0
779,Philosophy,,1,1,0,0,0,0,0
780,Philosophy -Emphasis in Ethics,,3,3,0,0,0,0,0
781,Physical Therapy,,31,0,31,0,0,0,0
782,Physics,,2,2,0,0,0,0,0
783,Political Science,,18,18,0,0,0,0,0
784,Political Science TCP,,2,2,0,0,0,0,0
785,Psychology,,19,19,0,0,0,0,0
786,Public Administration,,51,2,49,0,0,0,0
787,Radiation Therapy,,1,1,0,0,0,0,0
788,Radiation Therapy,,6,6,0,0,0,0,0
789,Research Psychology,,5,5,0,0,0,0,0
790,Resource Ecology,,1,1,0,0,0,0,0
791,Social Science (MA),,9,0,9,0,0,0,0
792,"Social Sciences, Joint program",,11,11,0,0,0,0,0
793,Social Studies TCP,,7,7,0,0,0,0,0
794,Social Work,,48,48,0,0,0,0,0
795,Sociology,,6,6,0,0,0,0,0
796,Spanish,,5,5,0,0,0,0,0
797,Spanish TCP,,2,2,0,0,0,0,0
798,THE:Design & Technology,,2,2,0,0,0,0,0
799,Theatre,,3,3,0,0,0,0,0
800,Visual Communication,,8,8,0,0,0,0,0
801,Wildlife Biology,,4,4,0,0,0,0,0
