,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
644,Theatre and Drama,,,,,,,,
645,,Literature Science & the Arts,2,2,0,0,0,0,0
646,,LSA Residential College,1,1,0,0,0,0,0
647,Toxicology,,,,,,,,
648,,Public Health,2,0,2,0,0,0,0
649,,Rackham,7,0,3,1,0,0,3
650,Unclassified,,,,,,,,
651,,Social Work,0,0,0,0,0,0,0
652,Urban and Regional Planning,,,,,,,,
653,,Rackham,1,0,0,0,0,0,1
654,Urban Design,,,,,,,,
655,,Architecture & Urban Planning,10,0,10,0,0,0,0
656,Urban Planning,,,,,,,,
657,,Rackham,62,0,62,0,0,0,0
658,Urban Technology and Environmental Planning,,,,,,,,
659,,Rackham,4,0,0,2,0,0,2
660,Women's Studies,,,,,,,,
661,,Literature Science & the Arts,43,43,0,0,0,0,0
662,,Rackham,0,0,0,0,0,0,0
663,,,,,,,,,
664,,,,,,,,,
665,Graduates with Two Plans,,688,682,5,1,0,0,0
666,Graduates with Three Plans,,24,24,0,0,0,0,0
667,Graduates with Four Plans,,0,0,0,0,0,0,0
668,,,,,,,,,
669,,,,,,,,,
670,The University of Michigan - Dearborn,,,,,,,,
671,Accounting,,7,0,7,,,,
672,Accounting/Acctg Info Systems,,3,3,0,,,,
673,Accounting/Controllership,,4,4,0,,,,
674,Accounting/Fin Acctg&Reporting,,43,43,0,,,,
675,Administration (B.S.A.),,0,0,0,,,,
676,American Studies,,0,0,0,,,,
677,Anthropology,,9,9,0,,,,
678,Applied and Computational Math,,5,0,5,,,,
679,Art History,,6,6,0,,,,
680,Automotive Systems Engr,,25,0,25,,,,
681,Behavioral Sciences,,6,6,0,,,,
682,Biochemistry,,13,13,0,,,,
683,Biological Sciences,,37,37,0,,,,
684,Business Administration,,88,0,88,,,,
685,Business Admin/Ind & Syst Engr,,6,0,6,,,,
686,Chemistry (ACS Certified),,11,11,0,,,,
687,Chemistry (Instructional),,0,0,0,,,,
688,CIS Mathematics,,5,5,0,,,,
689,CIS/Computer Science,,30,30,0,,,,
690,CIS/Information Systems,,12,12,0,,,,
691,Communications,,62,62,0,,,,
692,Computer & Information Science,,29,0,29,,,,
693,Computer Engineering,,43,32,11,,,,
694,Criminal Justice Studies,,16,16,0,,,,
695,Early Childhood,,11,11,0,,,,
696,Earth Science,,1,1,0,,,,
697,Economics,,24,24,0,,,,
698,Education (Grad),,65,0,65,,,,
699,Electrical Engineering,,93,69,24,,,,
700,Engineering Mathematics,,3,3,0,,,,
701,English,,37,37,0,,,,
702,Engineering Management,,94,0,94,,,,
703,Environmental Science,,12,6,6,,,,
704,Environmental Studies,,3,3,0,,,,
705,Finance,,63,56,7,,,,
706,French Studies,,3,3,0,,,,
707,General Science,,1,1,0,,,,
708,General Studies,,27,27,0,,,,
709,General Studies,,4,4,0,,,,
710,Health and Society,,0,0,0,,,,
711,Health Policy Studies,,2,2,0,,,,
712,Hispanic Studies,,7,7,0,,,,
713,History,,32,32,0,,,,
714,Humanities,,1,1,0,,,,
715,Industrial & Systems Engin,,32,11,21,,,,
716,Info Systems and Technology,,13,0,13,,,,
717,International Studies,,6,6,0,,,,
718,Language Arts,,46,46,0,,,,
719,Language Studies,,0,0,0,,,,
720,Liberal Studies,,26,20,6,,,,
721,Management,,52,52,0,,,,
722,Management Information Systems,,28,28,0,,,,
723,Manufacturing Engineering,,3,3,0,,,,
724,Manufacturing System Engin,,10,0,10,,,,
725,Marketing,,58,58,0,,,,
726,Mathematics,,16,16,0,,,,
727,Mathematics Studies,,36,36,0,,,,
728,Mechanical Engineering,,124,72,52,,,,
729,Microbiology,,3,3,0,,,,
730,Music,,0,0,0,,,,
731,Philosophy,,6,6,0,,,,
732,Physics,,8,8,0,,,,
733,Political Science,,49,49,0,,,,
734,Perf Improvement & Instr Dsgn,,21,0,21,,,,
735,Professional Development CAS&L,,0,0,0,,,,
736,Psychology,,99,95,4,,,,
737,Public Administration,,42,0,42,,,,
738,Science Studies,,12,12,0,,,,
739,Science Education,,1,0,1,,,,
740,Social Science,,0,0,0,,,,
741,Social Studies,,16,16,0,,,,
742,Sociology,,13,13,0,,,,
743,Software Engineering,,16,12,4,,,,
744,Special Education,,38,0,38,,,,
745,Teaching,,40,0,40,,,,
746,Workforce Management,,17,17,0,,,,
747,,,,,,,,,
748,,,,,,,,,
749,,,,,,,,,
750,,,,,,,,,
751,,,,,,,,,
752,,,,,,,,,
753,,,,,,,,,
754,,,,,,,,,
755,The University of Michigan - Flint,,,,,,,,
756,Actuarial Mathematics,,3,3,0,,,,
757,African-American Studies,,4,4,0,,,,
758,American Culture,,8,0,8,,,,
759,Anesthesia,,13,0,13,,,,
760,Anthropology,,10,10,0,,,,
761,Applied Science,,42,42,0,,,,
762,Art Education,,11,11,0,,,,
763,Biology,,17,15,2,,,,
764,Biology TCP,,4,4,0,,,,
765,BSN Completion,,30,30,0,,,,
766,BSN General,,48,48,0,,,,
767,Business Administration,,77,0,77,,,,
768,Bus Admin Operations Mgmt,,22,22,0,,,,
769,Bus Admin Org Beh/Hum Res Mgmt,,10,10,0,,,,
770,Business Admin Accounting,,46,46,0,,,,
771,Business Admin Finance,,28,28,0,,,,
772,Business Admin General,,18,18,0,,,,
773,Business Admin Marketing,,25,25,0,,,,
774,Chemistry,,5,5,0,,,,
775,Chemistry TCP,,1,1,0,,,,
776,Clinical/Community Psychology,,6,6,0,,,,
777,Communication,,33,33,0,,,,
778,Computer Science,,21,21,0,,,,
779,Criminal Justice,,32,32,0,,,,
780,Earth Science TCP,,5,5,0,,,,
781,Economics,,1,1,0,,,,
782,Education (MA),,23,0,23,,,,
783,Education (MA) TCP,,23,0,23,,,,
784,Elementary Education,,139,139,0,,,,
785,Engineering Science,,4,4,0,,,,
786,English,,42,42,0,,,,
787,English TCP,,16,16,0,,,,
788,Fine Arts - Performance,,6,6,0,,,,
789,Fine Arts - Studio Art,,13,13,0,,,,
790,French & International Studies,,1,1,0,,,,
791,French TCP,,3,3,0,,,,
792,General Science TCP,,2,2,0,,,,
793,General Studies,,1,1,0,,,,
794,Health and Human Behavior,,1,1,0,,,,
795,Health Care Administration,,13,13,0,,,,
796,Health Education,,7,2,5,,,,
797,Health Sciences (PT),,34,0,34,,,,
798,History,,20,20,0,,,,
799,History TCP,,15,15,0,,,,
800,Human Biology,,2,2,0,,,,
801,Interdisciplinary Studies,,1,1,0,,,,
802,Managerial Engineering,,2,2,0,,,,
803,Mathematics,,5,5,0,,,,
804,Mathematics TCP,,8,8,0,,,,
805,Medical Technology,,11,11,0,,,,
806,Molecular BIO/Biotechnology,,9,9,0,,,,
807,Music Education,,1,1,0,,,,
808,Natural History Biology,,1,1,0,,,,
809,Philosophy,,5,5,0,,,,
810,Physical Geography,,4,4,0,,,,
811,Physical Therapy,,13,0,13,,,,
812,Political Science,,17,17,0,,,,
813,Political Science TCP,,3,3,0,,,,
814,Psychology,,13,13,0,,,,
815,Public Administration,,46,4,42,,,,
816,Radiation Therapy,,7,7,0,,,,
817,Research Psychology,,1,1,0,,,,
818,Resource Ecology,,3,3,0,,,,
819,Resource Planning,,2,2,0,,,,
820,"Social Sciences, Joint program",,11,11,0,,,,
821,Social Studies TCP,,12,12,0,,,,
822,Social Work,,34,34,0,,,,
823,Sociology,,6,6,0,,,,
824,Spanish,,4,4,0,,,,
825,Spanish & Linguistics,,1,1,0,,,,
826,Spanish TCP,,4,4,0,,,,
827,Speech TCP,,2,2,0,,,,
828,Theatre,,3,3,0,,,,
