,The University of Michigan,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
633,Graduates with Three Plans,,37,37,0,0,0,0,0
634,Graduates with Four Plans,,1,1,0,0,0,0,0
635,,,,,,,,,
636,,,,,,,,,
637,The University of Michigan - Dearborn,,,,,,,,
638,Accounting,,94,81,13,0,0,0,0
639,Accounting/Fin Acctg&Reporting,,2,2,0,0,0,0,0
640,American Studies,,1,1,0,0,0,0,0
641,Anthropology,,16,16,0,0,0,0,0
642,Applied and Computational Math,,3,0,3,0,0,0,0
643,Art History,,8,8,0,0,0,0,0
644,Automotive Systems Engineering,,50,0,49,1,0,0,0
645,Behavioral Sciences,,21,21,0,0,0,0,0
646,Biochemistry,,25,25,0,0,0,0,0
647,Bioengineering,,15,15,0,0,0,0,0
648,Biological Sciences,,79,79,0,0,0,0,0
649,Business Admin/Finance,,1,0,1,0,0,0,0
650,Business Admin/Ind & Syst Engr,,3,0,3,0,0,0,0
651,Business Admin/Information Sys,,2,0,2,0,0,0,0
652,Business Administration,,59,0,59,0,0,0,0
653,Business Analytics,,26,0,26,0,0,0,0
654,Chemistry (ACS Certified),,15,15,0,0,0,0,0
655,CIS Mathematics,,5,5,0,0,0,0,0
656,Communications,,64,64,0,0,0,0,0
657,Computer & Information Science,,55,36,19,0,0,0,0
658,Computer Engineering,,35,26,9,0,0,0,0
659,Criminal Justice Studies,,52,52,0,0,0,0,0
660,Digital Marketing,,3,3,0,0,0,0,0
661,Early Childhood,,28,28,0,0,0,0,0
662,Early Childhood Education,,7,0,7,0,0,0,0
663,Earth Science,,6,6,0,0,0,0,0
664,Economics,,29,29,0,0,0,0,0
665,Education,,29,0,24,5,0,0,0
666,Educational Leadership,,11,0,11,0,0,0,0
667,Educational Technology,,10,0,10,0,0,0,0
668,Electrical Engineering,,120,54,66,0,0,0,0
669,Energy Systems Engineering,,8,0,8,0,0,0,0
670,Engineering Management,,17,0,17,0,0,0,0
671,Engineering Mathematics,,2,2,0,0,0,0,0
672,English,,40,40,0,0,0,0,0
673,Environmental Science,,16,6,10,0,0,0,0
674,Environmental Studies,,9,9,0,0,0,0,0
675,Finance,,83,33,50,0,0,0,0
676,French Studies,,2,2,0,0,0,0,0
677,General Business,,5,5,0,0,0,0,0
678,General Studies,,47,47,0,0,0,0,0
679,Health Policy Studies,,39,39,0,0,0,0,0
680,Hispanic Studies,,3,3,0,0,0,0,0
681,History,,11,11,0,0,0,0,0
682,Human Resource Management,,9,9,0,0,0,0,0
683,Industrial & Systems Engin,,28,9,19,0,0,0,0
684,Info Systems and Technology,,17,0,17,0,0,0,0
685,Information Sys Engineering,,2,0,0,2,0,0,0
686,Information Systems,,7,0,7,0,0,0,0
687,Information Technology Mgmt,,23,23,0,0,0,0,0
688,International Studies,,10,10,0,0,0,0,0
689,Journalism and Screen Studies,,21,21,0,0,0,0,0
690,Language Arts,,21,21,0,0,0,0,0
691,Liberal Studies,,19,15,4,0,0,0,0
692,Management,,14,14,0,0,0,0,0
693,Manufacturing System Engin,,2,0,2,0,0,0,0
694,Marketing,,37,37,0,0,0,0,0
695,Mathematics,,19,19,0,0,0,0,0
696,Mathematics Studies,,11,11,0,0,0,0,0
697,Mechanical Engineering,,133,53,80,0,0,0,0
698,Microbiology,,6,6,0,0,0,0,0
699,Philosophy,,10,10,0,0,0,0,0
700,Physics,,6,6,0,0,0,0,0
701,Political Science,,36,36,0,0,0,0,0
702,Program & Project Management,,17,0,17,0,0,0,0
703,Psychology,,145,139,6,0,0,0,0
704,Public Administration,,31,0,31,0,0,0,0
705,Public Policy,,7,0,7,0,0,0,0
706,Science Education,,2,0,2,0,0,0,0
707,Science Studies,,8,8,0,0,0,0,0
708,Social Studies,,16,16,0,0,0,0,0
709,Sociology,,8,8,0,0,0,0,0
710,Software Engineering,,33,23,10,0,0,0,0
711,Special Education,,23,7,16,0,16,0,0
712,Supply Chain Management,,30,25,5,0,0,0,0
713,Teaching,,7,0,7,0,0,0,0
714,Women's and Gender Studies,,3,3,0,0,0,0,0
715,,,,,,,,,
716,The University of Michigan - Flint,,,,,,,,
717,Accounting,,23,0,23,0,0,0,0
718,Actuarial Mathematics,,4,4,0,0,0,0,0
719,Africana Studies,,1,1,0,0,0,0,0
720,Anesthesia,,22,0,21,1,0,0,0
721,Anthropology,,5,5,0,0,0,0,0
722,Applied Psychology,,34,34,0,0,0,0,0
723,Applied Science,,22,22,0,0,0,0,0
724,Art Education,,4,4,0,0,0,0,0
725,Art History,,2,2,0,0,0,0,0
726,Arts Administration,,5,0,5,0,0,0,0
727,Biochemistry,,8,8,0,0,0,0,0
728,Biology,,43,36,7,0,0,0,0
729,Biology TCP,,1,1,0,0,0,0,0
730,BSN Completion,,198,198,0,0,0,0,0
731,BSN General,,102,102,0,0,0,0,0
732,Bus Admin Accounting,,48,48,0,0,0,0,0
733,Bus Admin Finance,,24,24,0,0,0,0,0
734,Bus Admin General,,38,38,0,0,0,0,0
735,Bus Admin International Bus,,9,9,0,0,0,0,0
736,Bus Admin Management,,34,34,0,0,0,0,0
737,Bus Admin Marketing,,21,21,0,0,0,0,0
738,Bus Admin Org Beh/Hum Res Mgmt,,6,6,0,0,0,0,0
739,Business Administration,,71,0,71,0,0,0,0
740,Chemistry,,2,1,1,0,0,0,0
741,Clinical Lab Sci/Med Tech,,8,8,0,0,0,0,0
742,Clinical/Community Psychology,,3,3,0,0,0,0,0
743,Communication,,47,47,0,0,0,0,0
744,Computer Information Systems,,9,9,0,0,0,0,0
745,Computer Sci & Info Systems,,29,0,29,0,0,0,0
746,Computer Science,,12,12,0,0,0,0,0
747,Criminal Justice,,27,27,0,0,0,0,0
748,Dance,,1,1,0,0,0,0,0
749,Early Childhood Education,,5,0,5,0,0,0,0
750,Earth Science TCP,,1,1,0,0,0,0,0
751,Economics,,15,15,0,0,0,0,0
752,Education,,19,0,19,0,0,0,0
753,Education (MA) TCP,,10,0,10,0,0,0,0
754,Educational Technology,,6,0,6,0,0,0,0
755,Elementary Education,,65,65,0,0,0,0,0
756,Energy and Sustainable Systems,,6,6,0,0,0,0,0
757,Engineering,,1,1,0,0,0,0,0
758,English,,17,17,0,0,0,0,0
759,English Language & Literature,,16,0,16,0,0,0,0
760,English TCP,,7,7,0,0,0,0,0
761,English-Writing Specialization,,16,16,0,0,0,0,0
762,Eng-Literature Specialization,,1,1,0,0,0,0,0
763,Environmental Sci & Planning,,10,10,0,0,0,0,0
764,Fine Arts - Performance,,1,1,0,0,0,0,0
765,Fine Arts - Studio Art,,5,5,0,0,0,0,0
766,French,,2,2,0,0,0,0,0
767,Health Care Administration,,83,83,0,0,0,0,0
768,Health Education,,12,8,4,0,0,0,0
769,Health Sciences,,26,26,0,0,0,0,0
770,History,,16,16,0,0,0,0,0
771,History TCP,,2,2,0,0,0,0,0
772,Human Biology,,9,9,0,0,0,0,0
773,Journalism,,2,2,0,0,0,0,0
774,Liberal Studies,,4,0,4,0,0,0,0
775,Literacy Education,,12,0,12,0,0,0,0
776,Mathematics,,9,3,6,0,0,0,0
777,Mathematics TCP,,4,4,0,0,0,0,0
778,Mechanical Engineering,,17,17,0,0,0,0,0
779,Molecular BIO/Biotechnology,,11,11,0,0,0,0,0
780,Music,,2,2,0,0,0,0,0
781,Music Education,,1,1,0,0,0,0,0
782,Music Performance,,4,4,0,0,0,0,0
783,Nursing,,45,0,16,29,0,0,0
784,Philosophy,,5,5,0,0,0,0,0
785,Physical Therapy,,57,0,0,57,0,0,0
786,Physical Therapy (Post-Prof),,23,0,0,23,0,0,0
787,Physics,,3,3,0,0,0,0,0
788,Political Science,,9,9,0,0,0,0,0
789,Psychology,,45,45,0,0,0,0,0
790,Public Administration,,48,4,44,0,0,0,0
791,Public Health,,5,3,2,0,0,0,0
792,Radiation Therapy,,7,7,0,0,0,0,0
793,Research Psychology,,10,10,0,0,0,0,0
794,Social Science (MA),,8,0,8,0,0,0,0
795,"Social Sciences, Joint program",,8,8,0,0,0,0,0
796,Social Studies TCP,,6,6,0,0,0,0,0
797,Social Work,,35,35,0,0,0,0,0
798,Sociology,,11,11,0,0,0,0,0
799,Spanish,,3,3,0,0,0,0,0
800,Spanish & Int'l Studies,,3,3,0,0,0,0,0
801,Special Education,,15,0,15,0,0,0,0
802,Technology in Education,,3,0,3,0,0,0,0
803,THE:Design & Technology,,11,11,0,0,0,0,0
804,Theatre,,4,4,0,0,0,0,0
805,Visual Communication,,17,17,0,0,0,0,0
806,Wildlife Biology,,7,7,0,0,0,0,0
